AVAILABILITYZONE,BILLEDCOST,BILLINGACCOUNTID,BILLINGACCOUNTNAME,BILLINGCURRENCY,BILLINGPERIODEND,BILLINGPERIODSTART,CHARGECATEGORY,CHARGECLASS,CHARGEDESCRIPTION,CHARGEFREQUENCY,CHARGEPERIODEND,CHARGEPERIODSTART,COMMITMENTDISCOUNTCATEGORY,COMMITMENTDISCOUNTID,COMMITMENTDISCOUNTNAME,COMMITMENTDISCOUNTSTATUS,COMMITMENTDISCOUNTTYPE,CONSUMEDQUANTITY,CONSUMEDUNIT,CONTRACTEDCOST,CONTRACTEDUNITPRICE,EFFECTIVECOST,INVOICEISSUERNAME,LISTCOST,LISTUNITPRICE,PRICINGCATEGORY,PRICINGQUANTITY,PRICINGUNIT,PROVIDERNAME,PUBLISHERNAME,REGIONID,REGIONNAME,RESOURCEID,RESOURCENAME,RESOURCETYPE,SERVICECATEGORY,SERVICENAME,SKUID,SKUPRICEID,SUBACCOUNTID,SUBACCOUNTNAME,TAGS,X_COSTCATEGORIES,X_DISCOUNTS,X_OPERATION,X_SERVICECODE,X_USAGETYPE
,0.00000702,4.28183E+11,gsafj-nalpybhq-zcn57-cebq,USD,00:00.0,00:00.0,Usage,,$0.03 per 10000 KMS requests in US East (N. Virginia),Usage-Based,00:00.0,00:00.0,,,,,,3,Requests,0.00000702,0.00000234,0.00000702,Amazon Web Services Australia Pty Ltd,0.000009,0.000003,Standard,3,Requests,AWS,Nznmba Jro Freivprf Nhfgenyvn Cgl Ygq,us-east-1,US East (N. Virginia),arn:aws:kms:us-east-1:176817837311,,,Identity,AWS Key Management Service,MFEBZPX8NHM5FY7Z,MFEBZPX8NHM5FY7Z.JRTCKXETXF.6YS6EN2CT7,1.76818E+11,gsafj-pbr-rdhvcfcg-abacebq,null,,"{""key_value"":[{""key"":""total_discount"",""value"":-1.980000000000000e-06},{""key"":""bundled_discount"",""value"":0.000000000000000e+00},{""key"":""edp_discount"",""value"":-1.980000000000000e-06}]}",DescribeKey,awskms,us-east-1-KMS-Requests
,0.296974798,4.28183E+11,gsafj-nalpybhq-zcn57-cebq,USD,00:00.0,00:00.0,Usage,,$0.008 per used Application load balancer capacity unit-hour (or partial hour),Usage-Based,00:00.0,00:00.0,,,,,,47.59211501,LCU-Hours,0.296974798,0.00624,0.296974798,Amazon Web Services Australia Pty Ltd,0.38073692,0.008,Standard,47.59211501,LCU-Hours,AWS,Nznmba Jro Freivprf Nhfgenyvn Cgl Ygq,ap-southeast-2,Asia Pacific (Sydney),arn:aws:elasticloadbalancing:ap-southeast-2:242012921034,,,Networking,Elastic Load Balancing,6CFSD9EDEA5XS33F,6CFSD9EDEA5XS33F.JRTCKXETXF.6YS6EN2CT7,2.42013E+11,gsafj-rnv-bcraqngn-cebq,null,,"{""key_value"":[{""key"":""total_discount"",""value"":-8.376212240000000e-02},{""key"":""bundled_discount"",""value"":0.000000000000000e+00},{""key"":""edp_discount"",""value"":-8.376212240000000e-02}]}",LoadBalancing:Application,AWSELB,APS2-LCUUsage
,1.9695E-06,4.28183E+11,gsafj-nalpybhq-zcn57-cebq,USD,00:00.0,00:00.0,Usage,,USD 0.023 per GB-month of backup storage exceeding free allocation for Aurora PostgreSQL,Usage-Based,00:00.0,00:00.0,,,,,,0.000109785,GB-Months,1.9695E-06,0.01793956,1.9695E-06,Amazon Web Services Australia Pty Ltd,2.5251E-06,0.023,Standard,0.000109785,GB-Months,AWS,Nznmba Jro Freivprf Nhfgenyvn Cgl Ygq,ap-southeast-2,Asia Pacific (Sydney),arn:aws:rds:ap-southeast-2:938828427530,,,Databases,Amazon Relational Database Service,ZQJ6M7M5A2XAFE9T,ZQJ6M7M5A2XAFE9T.JRTCKXETXF.6YS6EN2CT7,9.38828E+11,gsafj-pf-pfbyhgvbaf-abacebq,"{
  ""key_value"": [
    {
      ""key"": ""Name"",
      ""value"": ""gsit-3months""
    },
    {
      ""key"": ""ccoe:default:project"",
      ""value"": ""ssts""
    },
    {
      ""key"": ""Application_Name"",
      ""value"": ""Land_Information_Unit_Apex""
    },
    {
      ""key"": ""ccoe:default:app-ci"",
      ""value"": ""SYT024523""
    },
    {
      ""key"": ""ccoe:default:sub-env"",
      ""value"": ""uat""
    },
    {
      ""key"": ""ccoe:org:cost-code"",
      ""value"": ""P.0078379.07""
    }
  ]
}",,"{""key_value"":[{""key"":""total_discount"",""value"":-5.555000000000000e-07},{""key"":""bundled_discount"",""value"":0.000000000000000e+00},{""key"":""edp_discount"",""value"":-5.555000000000000e-07}]}",CreateDBInstance:0021,AmazonRDS,APS2-Aurora:BackupUsage
,0,4.28183E+11,gsafj-nalpybhq-zcn57-cebq,USD,00:00.0,00:00.0,Usage,,$0.00 per GB - Asia Pacific (Sydney) data transfer from Asia Pacific (Tokyo),Usage-Based,00:00.0,00:00.0,,,,,,6.631E-07,GB,0,0,0,Amazon Web Services Australia Pty Ltd,0,0,Standard,6.631E-07,GB,AWS,Nznmba Jro Freivprf Nhfgenyvn Cgl Ygq,ap-southeast-2,Asia Pacific (Sydney),gsafj-846131227616-ppbr,,bucket,Storage,Amazon Simple Storage Service,34VZU5SSVRBB9VYG,34VZU5SSVRBB9VYG.JRTCKXETXF.6YS6EN2CT7,5.73166E+11,gsafj-nalpybhq-ppe-cebq,"{
  ""key_value"": [
    {
      ""key"": ""ccoe:default:app-ci"",
      ""value"": ""AnyCloud""
    },
    {
      ""key"": ""ccoe:org:cost-code"",
      ""value"": ""0000124880""
    }
  ]
}",,"{""key_value"":[{""key"":""total_discount"",""value"":0.000000000000000e+00},{""key"":""bundled_discount"",""value"":0.000000000000000e+00},{""key"":""edp_discount""}]}",PutObject,AmazonS3,APS2-APN1-AWS-In-Bytes
,0.0000039,4.28183E+11,gsafj-nalpybhq-zcn57-cebq,USD,00:00.0,00:00.0,Usage,,$0.05 per 10000 API Requests,Usage-Based,00:00.0,00:00.0,,,,,,1,API Requests,0.0000039,0.0000039,0.0000039,Amazon Web Services Australia Pty Ltd,0.000005,0.000005,Standard,1,API Requests,AWS,Nznmba Jro Freivprf Nhfgenyvn Cgl Ygq,ap-southeast-2,Asia Pacific (Sydney),arn:aws:secretsmanager:ap-southeast-2:646924912074,,,Identity,AWS Secrets Manager,79UWV932AH7VMY2Z,79UWV932AH7VMY2Z.JRTCKXETXF.6YS6EN2CT7,6.46925E+11,gsafj-nqfg-qvpr-cebq,"{
  ""key_value"": [
    {
      ""key"": ""ccoe:default:app-ci"",
      ""value"": ""tfnsw-adst-dice-prod""
    },
    {
      ""key"": ""ccoe:org:cost-code"",
      ""value"": ""0000182125""
    }
  ]
}",,"{""key_value"":[{""key"":""total_discount"",""value"":-1.100000000000000e-06},{""key"":""bundled_discount"",""value"":0.000000000000000e+00},{""key"":""edp_discount"",""value"":-1.100000000000000e-06}]}",GetResourcePolicy,AWSSecretsManager,APS2-AWSSecretsManagerAPIRequest
,0.000208611,4.28183E+11,gsafj-nalpybhq-zcn57-cebq,USD,00:00.0,00:00.0,Usage,,USD 0.023 per GB-month of backup storage exceeding free allocation for Aurora MySQL,Usage-Based,00:00.0,00:00.0,,,,,,0.011628284,GB-Months,0.000208611,0.017939998,0.000208611,Amazon Web Services Australia Pty Ltd,0.000267451,0.023,Standard,0.011628284,GB-Months,AWS,Nznmba Jro Freivprf Nhfgenyvn Cgl Ygq,ap-southeast-2,Asia Pacific (Sydney),arn:aws:rds:ap-southeast-2:646924912074,,,Databases,Amazon Relational Database Service,GGU4B35Z3RPJRRQJ,GGU4B35Z3RPJRRQJ.JRTCKXETXF.6YS6EN2CT7,6.46925E+11,gsafj-nqfg-qvpr-cebq,"{
  ""key_value"": [
    {
      ""key"": ""Site"",
      ""value"": ""gov""
    },
    {
      ""key"": ""ccoe:default:app-ci"",
      ""value"": ""tfnsw-adst-dice-prod""
    },
    {
      ""key"": ""SolutionName"",
      ""value"": ""gov-prod""
    },
    {
      ""key"": ""CostCentre"",
      ""value"": ""cds""
    },
    {
      ""key"": ""ccoe:default:sub-env"",
      ""value"": ""prod""
    },
    {
      ""key"": ""A_2"",
      ""value"": ""platform/application""
    },
    {
      ""key"": ""ccoe:org:cost-code"",
      ""value"": ""0000182125""
    }
  ]
}",,"{""key_value"":[{""key"":""total_discount"",""value"":-5.883910000000000e-05},{""key"":""bundled_discount"",""value"":0.000000000000000e+00},{""key"":""edp_discount"",""value"":-5.883910000000000e-05}]}",CreateDBInstance:0016,AmazonRDS,APS2-Aurora:BackupUsage
,0.012882581,4.28183E+11,gsafj-nalpybhq-zcn57-cebq,USD,00:00.0,00:00.0,Usage,,$0.096 per GB-month of General Purpose (gp3) provisioned storage - Asia Pacific (Sydney),Usage-Based,00:00.0,00:00.0,,,,,,0.172043011,GB-Months,0.012882581,0.07488,0.012882581,Amazon Web Services Australia Pty Ltd,0.016516129,0.096,Standard,0.172043011,GB-Months,AWS,Nznmba Jro Freivprf Nhfgenyvn Cgl Ygq,ap-southeast-2,Asia Pacific (Sydney),iby-584458qsorr68r040,,volume,Storage,Amazon Elastic Compute Cloud,QR74UAP3E9WUYT9B,QR74UAP3E9WUYT9B.JRTCKXETXF.6YS6EN2CT7,4.83708E+11,gsafj-pbecbengrvg-rdhvcqri-abacebq,"{
  ""key_value"": [
    {
      ""key"": ""ccoe:default:app-ci"",
      ""value"": ""tfnsw-corporateit-equipdev-nonprod""
    },
    {
      ""key"": ""ccoe:org:cost-code"",
      ""value"": ""1000182124""
    }
  ]
}",,"{""key_value"":[{""key"":""total_discount"",""value"":-3.633548400000000e-03},{""key"":""bundled_discount"",""value"":0.000000000000000e+00},{""key"":""edp_discount"",""value"":-3.633548400000000e-03}]}",CreateVolume-Gp3,AmazonEC2,APS2-EBS:VolumeUsage.gp3
,0,4.28183E+11,gsafj-nalpybhq-zcn57-cebq,USD,00:00.0,00:00.0,Usage,,$0.00 per GB - Asia Pacific (Sydney) data transfer from Asia Pacific (Tokyo),Usage-Based,00:00.0,00:00.0,,,,,,2.46987E-05,GB,0,0,0,Amazon Web Services Australia Pty Ltd,0,0,Standard,2.46987E-05,GB,AWS,Nznmba Jro Freivprf Nhfgenyvn Cgl Ygq,ap-southeast-2,Asia Pacific (Sydney),arn:aws:ec2:ap-southeast-2:080088901796,,,Compute,Amazon Elastic Compute Cloud,34VZU5SSVRBB9VYG,34VZU5SSVRBB9VYG.JRTCKXETXF.6YS6EN2CT7,80088901796,gsafj-qpvf-gav-cebq,"{
  ""key_value"": [
    {
      ""key"": ""ccoe:default:app-ci"",
      ""value"": ""tfnsw-dcis-tni-prod""
    },
    {
      ""key"": ""ccoe:org:cost-code"",
      ""value"": ""0000142040""
    }
  ]
}",,"{""key_value"":[{""key"":""total_discount"",""value"":0.000000000000000e+00},{""key"":""bundled_discount"",""value"":0.000000000000000e+00},{""key"":""edp_discount""}]}",PublicIP-In,AmazonEC2,APS2-APN1-AWS-In-Bytes
,0.03042,4.28183E+11,gsafj-nalpybhq-zcn57-cebq,USD,00:00.0,00:00.0,Usage,,$0.013 per VPC Endpoint Hour,Usage-Based,00:00.0,00:00.0,,,,,,3,Hours,0.03042,0.01014,0.03042,Amazon Web Services Australia Pty Ltd,0.039,0.013,Standard,3,Hours,AWS,Nznmba Jro Freivprf Nhfgenyvn Cgl Ygq,ap-southeast-2,Asia Pacific (Sydney),arn:aws:ec2:ap-southeast-2:619685926085,,,Networking,Amazon Virtual Private Cloud,QXSR7BJCHWCXBRSN,QXSR7BJCHWCXBRSN.JRTCKXETXF.6YS6EN2CT7,6.19686E+11,ezf-qn-bnv-abacebq,"{
  ""key_value"": [
    {
      ""key"": ""Name"",
      ""value"": ""snowflake-stage-s3-endpoint""
    },
    {
      ""key"": ""ccoe:default:app-ci"",
      ""value"": ""rms-da-oai-nonprod""
    },
    {
      ""key"": ""ccoe:org:cost-code"",
      ""value"": ""0000128433""
    }
  ]
}",,"{""key_value"":[{""key"":""total_discount"",""value"":-8.580000000000001e-03},{""key"":""bundled_discount"",""value"":0.000000000000000e+00},{""key"":""edp_discount"",""value"":-8.580000000000001e-03}]}",VpcEndpoint,AmazonVPC,APS2-VpcEndpoint-Hours
,0,4.28183E+11,gsafj-nalpybhq-zcn57-cebq,USD,00:00.0,00:00.0,Usage,,$0.006 per provisioned IOPS-month of gp3 - Asia Pacific (Sydney),Usage-Based,00:00.0,00:00.0,,,,,,0,IOPS-Months,0,0.00468,0,Amazon Web Services Australia Pty Ltd,0,0.006,Standard,0,IOPS-Months,AWS,Nznmba Jro Freivprf Nhfgenyvn Cgl Ygq,ap-southeast-2,Asia Pacific (Sydney),iby-53pqs8506r78no425,,,Storage,Amazon Elastic Compute Cloud,69EGQ83GFYZBFNWU,69EGQ83GFYZBFNWU.JRTCKXETXF.6YS6EN2CT7,1.76818E+11,gsafj-pbr-rdhvcfcg-abacebq,"{
  ""key_value"": [
    {
      ""key"": ""Name"",
      ""value"": ""awsswdbsss01os01""
    },
    {
      ""key"": ""ccoe:default:app-ci"",
      ""value"": ""tfnsw-coe-equipspt-nonprod""
    },
    {
      ""key"": ""map-migrated"",
      ""value"": ""sap45200""
    }
  ]
}",,"{""key_value"":[{""key"":""total_discount"",""value"":0.000000000000000e+00},{""key"":""bundled_discount"",""value"":0.000000000000000e+00},{""key"":""edp_discount"",""value"":0.000000000000000e+00}]}",CreateVolume-Gp3,AmazonEC2,APS2-EBS:VolumeP-IOPS.gp3
,0.020129032,4.28183E+11,gsafj-nalpybhq-zcn57-cebq,USD,00:00.0,00:00.0,Usage,,$0.096 per GB-month of General Purpose (gp3) provisioned storage - Asia Pacific (Sydney),Usage-Based,00:00.0,00:00.0,,,,,,0.268817204,GB-Months,0.020129032,0.07488,0.020129032,Amazon Web Services Australia Pty Ltd,0.025806452,0.096,Standard,0.268817204,GB-Months,AWS,Nznmba Jro Freivprf Nhfgenyvn Cgl Ygq,ap-southeast-2,Asia Pacific (Sydney),iby-5q2q5qp27oo0p9n16,,volume,Storage,Amazon Elastic Compute Cloud,QR74UAP3E9WUYT9B,QR74UAP3E9WUYT9B.JRTCKXETXF.6YS6EN2CT7,7.79958E+11,ezf-onuf-njf-cebq,"{
  ""key_value"": [
    {
      ""key"": ""Environment_Classification"",
      ""value"": ""Production""
    },
    {
      ""key"": ""Environment_Name"",
      ""value"": ""prod""
    },
    {
      ""key"": ""Application_Owner_Email"",
      ""value"": ""Murugs.Ramassamy@transport.nsw.gov.au""
    },
    {
      ""key"": ""Name"",
      ""value"": ""jvbch-gp3-azb-ebs""
    },
    {
      ""key"": ""Application_Name"",
      ""value"": ""DRIVES Core - Java Batch""
    },
    {
      ""key"": ""ccoe:default:app-ci"",
      ""value"": ""DRIVES Core - Java Batch""
    },
    {
      ""key"": ""Encryption"",
      ""value"": ""TRUE""
    },
    {
      ""key"": ""aws-migration-project-id"",
      ""value"": ""MPE33002""
    },
    {
      ""key"": ""Primary_Data_Label"",
      ""value"": ""Sensitive: Law Enforcement""
    },
    {
      ""key"": ""Data_Labelling"",
      ""value"": ""Sensitive: Law Enforcement+Sensitive: Health Information+Sensitive: Personal+Sensitive: NSW Government+Sensitive""
    },
    {
      ""key"": ""Workload_Profile"",
      ""value"": ""Predictable Bursting""
    },
    {
      ""key"": ""map-migrated-app"",
      ""value"": ""d-application-02rl9mqiurwksy""
    },
    {
      ""key"": ""Application_Owner"",
      ""value"": ""Murugs Ramassamy""
    },
    {
      ""key"": ""map-migrated"",
      ""value"": ""d-server-00wq1fo4ahkurd""
    },
    {
      ""key"": ""Purpose"",
      ""value"": ""App Server""
    },
    {
      ""key"": ""Application_ID"",
      ""value"": ""PAC003299""
    },
    {
      ""key"": ""Cost_Object"",
      ""value"": ""0000182133""
    },
    {
      ""key"": ""Operational_Hours_Cron"",
      ""value"": ""* * * * *""
    },
    {
      ""key"": ""Project"",
      ""value"": ""7863""
    },
    {
      ""key"": ""Data_Classification"",
      ""value"": ""Official""
    },
    {
      ""key"": ""Data_Retention"",
      ""value"": ""Indefinite""
    },
    {
      ""key"": ""Application_Category"",
      ""value"": ""APP""
    },
    {
      ""key"": ""ccoe:org:cost-code"",
      ""value"": ""0000182133""
    },
    {
      ""key"": ""Organization"",
      ""value"": ""TfNSW RDS""
    },
    {
      ""key"": ""Environment_Type"",
      ""value"": ""Production""
    },
    {
      ""key"": ""Operational_Hours"",
      ""value"": ""24 hours x 7 days""
    }
  ]
}",,"{""key_value"":[{""key"":""total_discount"",""value"":-5.677419400000000e-03},{""key"":""bundled_discount"",""value"":0.000000000000000e+00},{""key"":""edp_discount"",""value"":-5.677419400000000e-03}]}",CreateVolume-Gp3,AmazonEC2,APS2-EBS:VolumeUsage.gp3
,6.0815E-06,4.28183E+11,gsafj-nalpybhq-zcn57-cebq,USD,00:00.0,00:00.0,Usage,,$0.055 per GB-Month of snapshot data stored - Asia Pacific (Sydney),Usage-Based,00:00.0,00:00.0,,,,,,0.000141759,GB-Months,6.0815E-06,0.042900244,6.0815E-06,Amazon Web Services Australia Pty Ltd,7.7968E-06,0.055,Standard,0.000141759,GB-Months,AWS,Nznmba Jro Freivprf Nhfgenyvn Cgl Ygq,ap-southeast-2,Asia Pacific (Sydney),arn:aws:ec2:ap-southeast-2:932766833570,,,Storage,Amazon Elastic Compute Cloud,759N2ESGG4Z2C95V,759N2ESGG4Z2C95V.JRTCKXETXF.6YS6EN2CT7,9.32767E+11,gsafj-pbecbengrvg-rdhvcccq-abacebq,"{
  ""key_value"": [
    {
      ""key"": ""ccoe:default:app-ci"",
      ""value"": ""tfnsw-corporateit-equipppd-nonprod""
    },
    {
      ""key"": ""ccoe:org:cost-code"",
      ""value"": ""1000182124""
    }
  ]
}",,"{""key_value"":[{""key"":""total_discount"",""value"":-1.715300000000000e-06},{""key"":""bundled_discount"",""value"":0.000000000000000e+00},{""key"":""edp_discount"",""value"":-1.715300000000000e-06}]}",CreateSnapshot,AmazonEC2,APS2-EBS:SnapshotUsage
,5.0377E-06,4.28183E+11,gsafj-nalpybhq-zcn57-cebq,USD,00:00.0,00:00.0,Usage,,USD $0.36 per GB-Mo for Standard storage (APS2),Usage-Based,00:00.0,00:00.0,,,,,,1.79404E-05,GB-Months,5.0377E-06,0.280801989,5.0377E-06,Amazon Web Services Australia Pty Ltd,6.4585E-06,0.36,Standard,1.79404E-05,GB-Months,AWS,Nznmba Jro Freivprf Nhfgenyvn Cgl Ygq,ap-southeast-2,Asia Pacific (Sydney),arn:aws:elasticfilesystem:ap-southeast-2:996429845353,,,Storage,Amazon Elastic File System,3DVQ7PV23A9TDKS7,3DVQ7PV23A9TDKS7.JRTCKXETXF.6YS6EN2CT7,9.9643E+11,fg-svanaprvg-ncc-abacebq,"{
  ""key_value"": [
    {
      ""key"": ""Name"",
      ""value"": ""REMXTAWSEFS01""
    },
    {
      ""key"": ""ccoe:default:project"",
      ""value"": ""P.0093213.02.001.001""
    },
    {
      ""key"": ""Application_Name"",
      ""value"": ""Incident Management System REM""
    },
    {
      ""key"": ""ccoe:default:app-ci"",
      ""value"": ""SYT026560""
    },
    {
      ""key"": ""ccoe:default:sub-env"",
      ""value"": ""trn""
    }
  ]
}",,"{""key_value"":[{""key"":""total_discount"",""value"":-1.420900000000000e-06},{""key"":""bundled_discount"",""value"":0.000000000000000e+00},{""key"":""edp_discount"",""value"":-1.420900000000000e-06}]}",Storage,AmazonEFS,APS2-TimedStorage-ByteHrs
,3.432E-07,4.28183E+11,gsafj-nalpybhq-zcn57-cebq,USD,00:00.0,00:00.0,Usage,,"$0.0044 per 10,000 GET and all other requests",Usage-Based,00:00.0,00:00.0,,,,,,1,Requests,3.432E-07,3.432E-07,3.432E-07,Amazon Web Services Australia Pty Ltd,0.00000044,0.00000044,Standard,1,Requests,AWS,Nznmba Jro Freivprf Nhfgenyvn Cgl Ygq,ap-southeast-2,Asia Pacific (Sydney),neptvf-hcyvsg,,bucket,Storage,Amazon Simple Storage Service,ZE67FX933AEQ43H2,ZE67FX933AEQ43H2.JRTCKXETXF.6YS6EN2CT7,52215556563,gsafj-nqfg-qvpr-qri,"{
  ""key_value"": [
    {
      ""key"": ""ccoe:default:app-ci"",
      ""value"": ""tfnsw-adst-dice-dev""
    },
    {
      ""key"": ""ccoe:org:cost-code"",
      ""value"": ""0000182125""
    }
  ]
}",,"{""key_value"":[{""key"":""total_discount"",""value"":-9.680000000000001e-08},{""key"":""bundled_discount"",""value"":0.000000000000000e+00},{""key"":""edp_discount"",""value"":-9.680000000000001e-08}]}",ReadLogProps,AmazonS3,APS2-Requests-Tier2
,0.001048387,4.28183E+11,gsafj-nalpybhq-zcn57-cebq,USD,00:00.0,00:00.0,Usage,,$1 per customer managed KMS key version in Asia Pacific (Sydney),Usage-Based,00:00.0,00:00.0,,,,,,0.001344086,Keys,0.001048387,0.780000015,0.001048387,Amazon Web Services Australia Pty Ltd,0.001344086,1,Standard,0.001344086,Keys,AWS,Nznmba Jro Freivprf Nhfgenyvn Cgl Ygq,ap-southeast-2,Asia Pacific (Sydney),arn:aws:kms:ap-southeast-2:558562714776,,,Identity,AWS Key Management Service,YPEURHYNRECJHEAD,YPEURHYNRECJHEAD.JRTCKXETXF.6YS6EN2CT7,5.58563E+11,gsafj-fpngf-pbagebyivp-abacebq,"{
  ""key_value"": [
    {
      ""key"": ""ccoe:default:app-ci"",
      ""value"": ""SCATS""
    },
    {
      ""key"": ""ccoe:org:cost-code"",
      ""value"": ""0000131111""
    }
  ]
}",,"{""key_value"":[{""key"":""total_discount"",""value"":-2.956989000000000e-04},{""key"":""bundled_discount"",""value"":0.000000000000000e+00},{""key"":""edp_discount"",""value"":-2.956989000000000e-04}]}",RotatedKeys,awskms,ap-southeast-2-KMS-Keys
,0.050322581,4.28183E+11,gsafj-nalpybhq-zcn57-cebq,USD,00:00.0,00:00.0,Usage,,$0.096 per GB-month of General Purpose (gp3) provisioned storage - Asia Pacific (Sydney),Usage-Based,00:00.0,00:00.0,,,,,,0.672043011,GB-Months,0.050322581,0.07488,0.050322581,Amazon Web Services Australia Pty Ltd,0.064516129,0.096,Standard,0.672043011,GB-Months,AWS,Nznmba Jro Freivprf Nhfgenyvn Cgl Ygq,ap-southeast-2,Asia Pacific (Sydney),iby-5580s1377q61s4ppn,,volume,Storage,Amazon Elastic Compute Cloud,QR74UAP3E9WUYT9B,QR74UAP3E9WUYT9B.JRTCKXETXF.6YS6EN2CT7,2.57771E+11,gsafj-rhfn-rvnz-cebq,"{
  ""key_value"": [
    {
      ""key"": ""ccoe:default:app-ci"",
      ""value"": ""EIAM - Enterprise Identity and Access Management (TfNSW)""
    }
  ]
}",,"{""key_value"":[{""key"":""total_discount"",""value"":-1.419354840000000e-02},{""key"":""bundled_discount"",""value"":0.000000000000000e+00},{""key"":""edp_discount"",""value"":-1.419354840000000e-02}]}",CreateVolume-Gp3,AmazonEC2,APS2-EBS:VolumeUsage.gp3
,2.725E-07,4.28183E+11,gsafj-nalpybhq-zcn57-cebq,USD,00:00.0,00:00.0,Usage,,$0.67 per GB custom log data ingested in Standard log class - Asia Pacific (Sydney),Usage-Based,00:00.0,00:00.0,,,,,,5.215E-07,GB,2.725E-07,0.52253116,2.725E-07,Amazon Web Services Australia Pty Ltd,3.494E-07,0.67,Standard,5.215E-07,GB,AWS,Nznmba Jro Freivprf Nhfgenyvn Cgl Ygq,ap-southeast-2,Asia Pacific (Sydney),arn:aws:logs:ap-southeast-2:235045897147,,,Management and Governance,AmazonCloudWatch,VSJ57WXDQXM2VKQK,VSJ57WXDQXM2VKQK.JRTCKXETXF.6YS6EN2CT7,2.35046E+11,gsafj-bf-cgvcf57-abacebq,"{
  ""key_value"": [
    {
      ""key"": ""ccoe:default:app-ci"",
      ""value"": ""tfnsw-os-ptips02-nonprod""
    },
    {
      ""key"": ""ccoe:org:cost-code"",
      ""value"": ""0000132020""
    }
  ]
}",,"{""key_value"":[{""key"":""total_discount"",""value"":-7.689999999999999e-08},{""key"":""bundled_discount"",""value"":0.000000000000000e+00},{""key"":""edp_discount"",""value"":-7.689999999999999e-08}]}",PutLogEvents,AmazonCloudWatch,APS2-DataProcessing-Bytes
,0,4.28183E+11,gsafj-nalpybhq-zcn57-cebq,USD,00:00.0,00:00.0,Usage,,$0.048 per provisioned MiBps-month of gp3 - Asia Pacific (Sydney),Usage-Based,00:00.0,00:00.0,,,,,,0,GiB/Second-Months,0,38.33856,0,Amazon Web Services Australia Pty Ltd,0,49.152,Standard,0,GiB/Second-Months,AWS,Nznmba Jro Freivprf Nhfgenyvn Cgl Ygq,ap-southeast-2,Asia Pacific (Sydney),iby-5q4r949p9sn6q5q46,,,Storage,Amazon Elastic Compute Cloud,NR674TZUSQXFCVM8,NR674TZUSQXFCVM8.JRTCKXETXF.6YS6EN2CT7,9.32767E+11,gsafj-pbecbengrvg-rdhvcccq-abacebq,"{
  ""key_value"": [
    {
      ""key"": ""Name"",
      ""value"": ""awsrwaptru01os01""
    },
    {
      ""key"": ""ccoe:default:app-ci"",
      ""value"": ""tfnsw-corporateit-equipppd-nonprod""
    },
    {
      ""key"": ""map-migrated"",
      ""value"": ""sap45200""
    },
    {
      ""key"": ""ccoe:org:cost-code"",
      ""value"": ""1000182124""
    }
  ]
}",,"{""key_value"":[{""key"":""total_discount"",""value"":0.000000000000000e+00},{""key"":""bundled_discount"",""value"":0.000000000000000e+00},{""key"":""edp_discount"",""value"":0.000000000000000e+00}]}",CreateVolume-Gp3,AmazonEC2,APS2-EBS:VolumeP-Throughput.gp3
,3.432E-07,4.28183E+11,gsafj-nalpybhq-zcn57-cebq,USD,00:00.0,00:00.0,Usage,,"$0.0044 per 10,000 GET and all other requests",Usage-Based,00:00.0,00:00.0,,,,,,1,Requests,3.432E-07,3.432E-07,3.432E-07,Amazon Web Services Australia Pty Ltd,0.00000044,0.00000044,Standard,1,Requests,AWS,Nznmba Jro Freivprf Nhfgenyvn Cgl Ygq,ap-southeast-2,Asia Pacific (Sydney),crtn-nepuvirf,,bucket,Storage,Amazon Simple Storage Service,ZE67FX933AEQ43H2,ZE67FX933AEQ43H2.JRTCKXETXF.6YS6EN2CT7,8.042E+11,gsafj-pcf-pbaprffvbaf-abacebq,"{
  ""key_value"": [
    {
      ""key"": ""ccoe:default:app-ci"",
      ""value"": ""tfnsw-cps-concessions-nonprod""
    }
  ]
}",,"{""key_value"":[{""key"":""total_discount"",""value"":-9.680000000000001e-08},{""key"":""bundled_discount"",""value"":0.000000000000000e+00},{""key"":""edp_discount"",""value"":-9.680000000000001e-08}]}",ReadACL,AmazonS3,APS2-Requests-Tier2
,0,4.28183E+11,gsafj-nalpybhq-zcn57-cebq,USD,00:00.0,00:00.0,Usage,,$0.00 per GB - regional data transfer - in/out/between EC2 Azs or using elastic IPs or ELB,Usage-Based,00:00.0,00:00.0,,,,,,0.000006998,GB,0,0,0,Amazon Web Services Australia Pty Ltd,0,0,Standard,0.000006998,GB,AWS,Nznmba Jro Freivprf Nhfgenyvn Cgl Ygq,ap-southeast-2,Asia Pacific (Sydney),arn:aws:ecs:ap-southeast-2:741834794295,,,Compute,Amazon Elastic Container Service,5EA4W2JJSR2QXS69,5EA4W2JJSR2QXS69.JRTCKXETXF.6YS6EN2CT7,7.41835E+11,gsafj-nnv-qngncyngsbez-abacebq,null,,"{""key_value"":[{""key"":""total_discount"",""value"":0.000000000000000e+00},{""key"":""bundled_discount"",""value"":0.000000000000000e+00},{""key"":""edp_discount""}]}",FargateTask,AmazonECS,APS2-DataTransfer-xAZ-In-Bytes
